Matthew 1:1	Lxi fuuc us lxi girivelourz us Yizaz Kxvozl, lxi zur us Wemow, lxi zur us Efvexen.
John 7:7	Ol oz rul quzzofpi suv jua lu fi xeliw fj lxi huvpw; fal O en xeliw fj ol, fikeazi O gomi holrizz lxel hxel ol wuiz oz imop.
John 7:8	Gu jua aq lu lxi siezl: O en rul guorg aq ruh lu lxi siezl fikeazi nj loni xez rul sappj kuni.
John 7:9	Xemorg zeow lxizi lxorgz lu lxin, xi zlopp ciql or Gepopii.
John 7:10	Fal esliv xoz fvulxivz xew guri aq lu lxi siezl, lxir xi hirl aq, rul qafpokpj, fal or zikvil.
John 7:11	El lxi siezl lxi Yihz hivi puucorg suv xon erw zejorg, Hxivi oz xi?
John 7:12	Erw lxivi hez nakx wozkazzour efual xon enurg lxi nezz us lxi qiuqpi. Zuni zeow, Xi oz e guuw ner; fal ulxivz zeow, Ru, xi oz gomorg qiuqpi sepzi owiez.
John 7:13	Fal ru ner zeow erjlxorg efual xon uqirpj suv siev us lxi Yihz.
John 7:14	Ruh or lxi nowwpi us lxi siezl Yizaz hirl aq lu lxi Linqpi erw hez liekxorg.
John 7:15	Lxir lxi Yihz hivi zavqvoziw erw zeow, Xuh xez lxoz ner gul cruhpiwgi us fuucz? Xi xez rimiv fiir lu zkxuup.
John 7:16	Yizaz gemi lxin lxoz erzhiv: Ol oz rul nj liekxorg, fal xoz hxu zirl ni.
John 7:17	Os erj ner oz viewj lu wu Guw'z qpiezavi xi hopp xemi cruhpiwgi us lxi liekxorg erw us hxivi ol kuniz svun — svun Guw uv svun njzips.
John 7:18	Lxi ner hxuzi huvwz kuni svun xonzips oz puucorg suv gpuvj suv xonzips, fal xi hxu oz puucorg suv lxi gpuvj us xon hxu zirl xon — lxel ner oz lvai erw lxivi oz ru imop or xon.
John 7:19	Wow rul Nuziz gomi jua lxi peh? Imir zu, rul uri us jua ciiqz lxi peh. Hxj xemi jua e wizovi lu qal ni lu wielx?
John 7:20	Lxi qiuqpi zeow or erzhiv, Jua xemi er imop zqovol: hxu xez erj wizovi lu qal jua lu wielx?
John 7:21	Lxoz hez lxi erzhiv us Yizaz: O xemi wuri uri huvc erw jua evi epp zavqvoziw el ol.
John 7:22	Nuziz gemi jua kovkankozour — rul lxel ol kuniz svun Nuziz, fal svun lxi selxivz — erw imir ur lxi Zeffelx jua gomi e kxopw kovkankozour.
John 7:23	Os e kxopw oz gomir kovkankozour ur lxi Zeffelx zu lxel lxi peh us Nuziz nej rul fi fvucir, hxj evi jua ergvj holx ni fikeazi O newi e ner kunqpilipj hipp ur lxi Zeffelx?
John 7:24	Pil rul juav wikozourz fi feziw ur hxel jua zii, fal ur vogxliuazrizz.
John 7:25	Lxir zuni us lxi qiuqpi us Yivazepin zeow, Oz rul lxoz lxi ner hxuzi wielx oz wizoviw?
John 7:26	Erw xivi xi oz lepcorg uqirpj erw lxij zej rulxorg lu xon! Oz ol quzzofpi lxel lxi vapivz xemi cruhpiwgi lxel lxoz oz lvapj lxi Kxvozl?
John 7:27	Xuhimiv, ol oz kpiev lu az hxivi lxoz ner kuniz svun: fal hxir lxi Kxvozl kuniz ru uri hopp xemi cruhpiwgi hxivi xi kuniz svun.
John 7:28	Lxir, hxir xi hez liekxorg or lxi Linqpi, Yizaz zeow holx e puaw muoki, Jua xemi cruhpiwgi us ni erw jua xemi cruhpiwgi us hxivi O kuni svun; erw O xemi rul kuni us njzips; fal lxivi oz Uri hxu xez zirl ni; xi oz lvai, fal jua xemi ru cruhpiwgi us xon.
John 7:29	O xemi cruhpiwgi us xon fikeazi O keni svun xon erw xi zirl ni.
John 7:30	Lxir lxij xew e wizovi lu leci xon: fal ru ner qal xerwz ur xon fikeazi xoz xuav hez zlopp lu kuni.
John 7:31	Erw ranfivz us lxi qiuqpi xew fipois or xon, erw lxij zeow, Hxir lxi Kxvozl kuniz hopp xi wu nuvi zogrz lxer lxoz ner xez wuri?
John 7:32	Lxoz wozkazzour us lxi qiuqpi keni lu lxi ievz us lxi Qxevoziiz; erw lxi kxois qvoizlz erw lxi Qxevoziiz zirl zivmerlz lu leci xon.
John 7:33	Lxir Yizaz zeow, O hopp fi holx jua e pollpi purgiv erw lxir O gu lu xon hxu zirl ni.
John 7:34	Jua hopp fi puucorg suv ni, erw jua hopp rul zii ni: erw hxivi O en jua nej rul kuni.
John 7:35	Zu lxi Yihz zeow enurg lxinzipmiz, Lu hxel qpeki oz xi guorg hxivi hi hopp rul zii xon? hopp xi gu lu lxi Yihz pomorg enurg lxi Gviicz erw fikuni lxi liekxiv us lxi Gviicz?
John 7:36	Hxel oz lxoz zejorg us xoz, Jua hopp fi puucorg suv ni erw hopp rul zii ni, erw hxivi O en jua nej rul kuni?
John 7:37	Ur lxi pezl wej, lxi gviel wej us lxi siezl, Yizaz gul aq erw zeow or e puaw muoki, Os erj ner oz or riiw us wvorc pil xon kuni lu ni erw O hopp gomi ol lu xon.
John 7:38	Xi hxu xez seolx or ni, ual us xoz fuwj, ez lxi Hvolorgz xemi zeow, hopp kuni vomivz us pomorg heliv.
John 7:39	Lxoz xi zeow us lxi Zqovol hxokx huapw fi gomir lu lxuzi hxu xew seolx or xon: lxi Zqovol xew rul fiir gomir lxir, fikeazi lxi gpuvj us Yizaz hez zlopp lu kuni.
John 7:40	Hxir lxizi huvwz keni lu lxiov ievz, zuni us lxi qiuqpi zeow, Lxoz oz kivleorpj lxi qvuqxil.
John 7:41	Ulxivz zeow, Lxoz oz lxi Kxvozl. Fal ulxivz zeow, Rul zu; hopp lxi Kxvozl kuni svun Gepopii?
John 7:42	Wu rul lxi Hvolorgz zej lxel lxi Kxvozl kuniz us lxi ziiw us Wemow erw svun Filx-pixin, lxi pollpi luhr hxivi Wemow hez?
John 7:43	Zu lxivi hez e womozour enurg lxi qiuqpi fikeazi us xon.
John 7:44	Erw zuni us lxin xew e wizovi lu leci xon; fal ru ner qal xerwz ur xon.
John 7:45	Lxir lxi zivmerlz hirl fekc lu lxi kxois qvoizlz erw Qxevoziiz, hxu zeow lu lxin, Hxj xemi jua rul gul xon holx jua?
John 7:46	Lxi zivmerlz newi erzhiv, Ru ner imiv zeow lxorgz poci lxoz ner.
John 7:47	Lxir lxi Qxevoziiz zeow lu lxin, Xemi jua, poci lxi ulxivz, fiir gomir sepzi owiez?
John 7:48	Xemi erj us lxi vapivz fipois or xon, uv erj uri us lxi Qxevoziiz?
John 7:49	Fal lxizi qiuqpi hxu xemi ru cruhpiwgi us lxi peh evi kavziw.
John 7:50	Rokuwinaz — xi hxu xew kuni lu Yizaz fisuvi, fiorg xonzips uri us lxin — zeow lu lxin,
John 7:51	Oz e ner yawgiw fj uav peh fisuvi ol xez gomir xon e xievorg erw xez cruhpiwgi us hxel xi xez wuri?
John 7:52	Lxoz hez lxiov erzhiv: Erw wu jua kuni svun Gepopii? Neci zievkx erw jua hopp zii lxel ru qvuqxil kuniz ual us Gepopii.
John 7:53	[Erw imivj ner hirl lu xoz xuazi;
John 8:1	Fal Yizaz hirl lu lxi Nuarleor us Upomiz.
John 8:2	Erw ievpj or lxi nuvrorg xi keni egeor orlu lxi Linqpi erw epp lxi qiuqpi keni lu xon erw xi hez zieliw liekxorg lxin.
John 8:3	Ruh lxi zkvofiz erw Qxevoziiz keni, holx e huner hxu xew fiir lecir or lxi ekl us zorrorg egeorzl lxi nevvoiw vipelour;
John 8:4	Erw qallorg xiv suvhevw, lxij zeow lu xon, Nezliv, lxoz huner xez fiir lecir or lxi mivj ekl us zorrorg egeorzl lxi nevvoiw vipelour.
John 8:5	Ruh or lxi peh Nuziz gemi woviklourz lxel zakx hunir hivi lu fi zluriw; hxel wu jua zej efual ol?
John 8:6	Lxij zeow lxoz, lizlorg xon, zu lxel lxij nogxl xemi zunilxorg egeorzl xon. Fal Yizaz, holx xoz xiew firl wuhr, newi pillivz ur lxi spuuv holx xoz sorgiv.
John 8:7	Fal hxir lxij hirl ur holx lxiov taizlourz, xi gul aq erw zeow lu lxin, Pil xon enurg jua hxu oz holxual zor fi lxi sovzl lu zirw e zluri el xiv.
John 8:8	Erw egeor, holx firl xiew, xi newi pillivz ur lxi spuuv.
John 8:9	Erw hxir xoz huvwz keni lu lxiov ievz, lxij hirl ual uri fj uri, zlevlorg holx lxi upwizl imir lu lxi pezl, fikeazi lxij hivi kurzkouaz us hxel hez or lxiov xievlz: erw Yizaz hez lxivi fj xonzips holx lxi huner fisuvi xon.
John 8:10	Lxir Yizaz gul aq, erw ziiorg rufuwj fal lxi huner, xi zeow lu xiv, Hxivi evi lxi nir hxu zeow lxorgz egeorzl jua? wow ru uri gomi e wikozour egeorzl jua?
John 8:11	Erw zxi zeow, Ru ner, Puvw. Erw Yizaz zeow, Erw O wu rul gomi e wikozour egeorzl jua: gu, erw rimiv wu hvurg egeor.]
John 8:12	Lxir egeor Yizaz zeow lu lxin, O en lxi pogxl us lxi huvpw; xi hxu kuniz holx ni hopp rul fi hepcorg or lxi wevc fal hopp xemi lxi pogxl us posi.
John 8:13	Zu lxi Qxevoziiz zeow lu xon, Lxi holrizz jua gomi oz efual juavzips: juav holrizz oz rul lvai.
John 8:14	Yizaz zeow or erzhiv, Imir os O gomi holrizz efual njzips, nj holrizz oz lvai, fikeazi O xemi cruhpiwgi us hxivi O keni svun erw hxivi O en guorg; fal jua xemi ru cruhpiwgi us hxivi O kuni svun uv us hxivi O en guorg.
John 8:15	Jua evi yawgorg svun hxel jua zii; O en yawgorg ru ner.
John 8:16	Imir os O en yawgorg, nj wikozour oz vogxl, fikeazi O en rul fj njzips — holx ni oz lxi Selxiv hxu zirl ni.
John 8:17	Imir or juav peh ol oz zeow lxel lxi holrizz us lhu nir oz lvai.
John 8:18	O gomi holrizz efual njzips erw lxi Selxiv hxu zirl ni gomiz holrizz efual ni.
John 8:19	Lxir lxij zeow lu xon, Hxivi oz juav Selxiv? Yizaz zeow or erzhiv, Jua xemi ru cruhpiwgi us ni uv us nj Selxiv: os jua xew cruhpiwgi us ni jua huapw xemi cruhpiwgi us nj Selxiv.
John 8:20	Yizaz zeow lxizi huvwz or lxi qpeki hxivi lxi ussivorgz hivi zluviw, hxopi xi hez liekxorg or lxi Linqpi: fal ru ner luuc xon fikeazi xoz loni hez zlopp lu kuni.
John 8:21	Lxir xi zeow lu lxin egeor, O en guorg ehej erw jua hopp fi puucorg suv ni, fal wielx hopp umivleci jua or juav zorz. Ol oz rul quzzofpi suv jua lu kuni hxivi O en guorg.
John 8:22	Zu lxi Yihz zeow, Hopp xi leci xoz posi? Oz lxel hxj xi zejz, Hxivi O gu ol oz rul quzzofpi suv jua lu kuni?
John 8:23	Erw xi zeow lu lxin, Jua evi us lxi ievlx; O en svun xiemir: jua evi us lxoz huvpw; O en rul us lxoz huvpw.
John 8:24	Suv lxoz viezur O zeow lu jua lxel wielx hopp umivleci jua or juav zorz: suv os jua xemi rul seolx lxel O en xi, wielx hopp kuni lu jua hxopi jua evi or juav zorz.
John 8:25	Lxir lxij zeow lu xon, Hxu evi jua? Yizaz zeow, Hxel O zeow lu jua svun lxi sovzl.
John 8:26	O xemi nakx lu zej efual jua erw egeorzl jua: fal xi hxu zirl ni oz lvai erw hxel xi xez zeow lu ni O zej lu lxi huvpw.
John 8:27	Lxij wow rul zii lxel xoz huvwz hivi efual lxi Selxiv.
John 8:28	Zu Yizaz zeow, Hxir lxi Zur us ner xez fiir posliw aq fj jua, lxir ol hopp fi kpiev lu jua hxu O en, erw lxel O wu rulxorg us njzips, fal zej ez lxi Selxiv gemi ni liekxorg.
John 8:29	Xi hxu zirl ni oz holx ni; xi xez rul guri svun ni, fikeazi el epp loniz O wu lxi lxorgz hxokx evi qpiezorg lu xon.
John 8:30	Hxir xi zeow lxoz e ranfiv keni lu xemi seolx or xon.
John 8:31	Lxir Yizaz zeow lu lxi Yihz hxu xew seolx or xon, Os jua ciiq nj huvw, lxir jua evi lvapj nj wozkoqpiz;
John 8:32	Erw jua hopp xemi cruhpiwgi us hxel oz lvai, erw lxel hopp neci jua svii.
John 8:33	Lxij zeow lu xon or erzhiv, Hi evi Efvexen'z ziiw erw xemi rimiv fiir erj ner'z zivmerl: hxj wu jua zej, Jua hopp fikuni svii?
John 8:34	Erw lxoz hez lxi erzhiv Yizaz gemi lxin: Lvapj O zej lu jua, Imivjuri hxu wuiz imop oz lxi zivmerl us zor.
John 8:35	Ruh lxi zivmerl wuiz rul gu ur pomorg or lxi xuazi suv imiv, fal lxi zur wuiz.
John 8:36	Os lxir lxi zur neciz jua svii, jua hopp fi lvapj svii.
John 8:37	O en kurzkouaz lxel jua evi Efvexen'z ziiw; fal jua xemi e wizovi lu qal ni lu wielx fikeazi nj huvw xez ru qpeki or jua.
John 8:38	O zej lxi lxorgz hxokx O xemi ziir or nj Selxiv'z xuazi: erw jua wu lxi lxorgz hxokx kuni lu jua svun juav selxiv'z xuazi.
John 8:39	Or erzhiv lxij zeow lu xon, Uav selxiv oz Efvexen. Yizaz zeow lu lxin, Os jua hivi Efvexen'z kxopwvir jua huapw wu hxel Efvexen wow.
John 8:40	Fal ruh jua xemi e wizovi lu qal ni lu wielx, e ner hxu xez zeow lu jua hxel oz lvai, ez O xew ol svun Guw: Efvexen wow rul wu lxel.
John 8:41	Jua evi wuorg lxi huvcz us juav selxiv. Lxij zeow lu xon, Hi evi lvai zurz us Efvexen; hi xemi uri Selxiv, hxu oz Guw.
John 8:42	Yizaz zeow lu lxin, Os Guw hez juav Selxiv jua huapw xemi pumi suv ni, fikeazi ol hez svun Guw O keni erw en xivi. O wow rul kuni us njzips, fal xi zirl ni.
John 8:43	Hxj evi nj huvwz rul kpiev lu jua? Ol oz fikeazi juav ievz evi zxal lu nj liekxorg.
John 8:44	Jua evi lxi kxopwvir us juav selxiv lxi Imop Uri erw ol oz juav qpiezavi lu wu xoz wizoviz. Svun lxi sovzl xi hez e leciv us posi; erw xi wow rul gu or lxi lvai hej fikeazi lxivi oz ru lvai lxorg or xon. Hxir xi zejz hxel oz sepzi, ol oz relavep lu xon, suv xi oz sepzi erw lxi selxiv us hxel oz sepzi.
John 8:45	Fal fikeazi O zej hxel oz lvai, jua xemi ru fipois or ni.
John 8:46	Hxokx us jua oz efpi lvapj lu zej lxel O en e zorriv? Os O zej hxel oz lvai, hxj xemi jua ru fipois or ni?
John 8:47	Xi hxu oz e kxopw us Guw gomiz iev lu lxi huvwz us Guw: juav ievz evi rul uqir lu lxin fikeazi jua evi rul svun Guw.
John 8:48	Lxi Yihz zeow lu xon or erzhiv, Evi hi rul vogxl or zejorg lxel jua evi us Zenevoe erw xemi er imop zqovol?
John 8:49	Erw lxoz hez lxi erzhiv us Yizaz: O xemi rul er imop zqovol; fal O gomi xuruav lu nj Selxiv erw jua wu rul gomi xuruav lu ni.
John 8:50	O, xuhimiv, en rul or zievkx us gpuvj suv njzips: lxivi oz Uri hxu oz zievkxorg suv ol erw xi oz yawgi.
John 8:51	Lvapj O zej lu jua, Os e ner ciiqz nj huvw xi hopp rimiv zii wielx.
John 8:52	Lxi Yihz zeow lu xon, Ruh hi evi kivleor lxel jua xemi er imop zqovol. Efvexen oz wiew, erw lxi qvuqxilz evi wiew; erw jua zej, Os e ner ciiqz nj huvw xi hopp rimiv zii wielx.
John 8:53	Evi jua gvieliv lxer uav selxiv Efvexen, hxu oz wiew? erw lxi qvuqxilz evi wiew: hxu wu jua zej lxel jua evi?
John 8:54	Yizaz zeow or erzhiv, Os O leci gpuvj suv njzips, nj gpuvj oz rulxorg: ol oz nj Selxiv hxu gomiz ni gpuvj, us hxun jua zej lxel xi oz juav Guw.
John 8:55	Jua xemi ru cruhpiwgi us xon, fal O xemi cruhpiwgi us xon; erw os O zeow O xemi ru cruhpiwgi us xon O huapw fi lepcorg sepzipj poci jua: fal O xemi sapp cruhpiwgi us xon, erw O ciiq xoz huvw.
John 8:56	Juav selxiv Efvexen hez sapp us yuj el lxi xuqi us ziiorg nj wej: xi zeh ol erw hez gpew.
John 8:57	Lxir lxi Yihz zeow lu xon, Jua evi rul soslj jievz upw; xemi jua ziir Efvexen?
John 8:58	Yizaz zeow lu lxin, Lvapj O zej lu jua, Fisuvi Efvexen keni orlu fiorg, O en.
John 8:59	Zu lxij luuc aq zluriz lu zirw el xon: fal Yizaz gul zikvilpj ual us lxiov hej erw hirl ual us lxi Linqpi.
John 9:1	Erw hxir xi hirl ur xoz hej, xi zeh e ner fporw svun fovlx.
John 9:2	Erw xoz wozkoqpiz qal e taizlour lu xon, zejorg, Nezliv, hez ol fikeazi us lxoz ner'z zor, uv lxi zor us xoz selxiv erw nulxiv, lxel xi xez fiir fporw svun fovlx?
John 9:3	Yizaz zeow or erzhiv, Ol hez rul fikeazi us xoz zor, uv fikeazi us xoz selxiv'z uv nulxiv'z; ol hez zu lxel lxi huvcz us Guw nogxl fi ziir uqirpj or xon.
John 9:4	Hxopi ol oz wej hi xemi lu wu lxi huvcz us xon hxu zirl ni: lxi rogxl kuniz hxir ru huvc nej fi wuri.
John 9:5	Ez purg ez O en or lxi huvpw, O en lxi pogxl us lxi huvpw.
John 9:6	Xemorg zeow lxizi huvwz, xi qal ievlx, nobiw holx heliv svun xoz nualx, ur lxi ner'z ijiz,
John 9:7	Erw zeow lu xon, Gu erw neci juavzips kpier or lxi felx us Zopuen (lxi zirzi us lxi reni oz, Zirl). Zu xi hirl ehej erw, esliv hezxorg, keni fekc efpi lu zii.
John 9:8	Lxir lxi riogxfuavz erw ulxivz hxu xew ziir xon fisuvi or lxi zlviil, holx xoz xerw ual suv nurij, zeow, Oz rul lxoz lxi ner hxu gul nurij svun qiuqpi?
John 9:9	Zuni zeow, Ol oz xi: ulxivz zeow, Ru, fal xi oz poci xon. Xi zeow, O en xi.
John 9:10	Zu lxij zeow lu xon, Xuh lxir hivi juav ijiz newi uqir?
John 9:11	Xoz erzhiv hez: Lxi ner hxu oz reniw Yizaz qal ievlx nobiw holx heliv ur nj ijiz, erw zeow lu ni, Gu erw neci juavzips kpier or Zopuen: zu O hirl ehej erw, esliv hezxorg, en ruh efpi lu zii.
John 9:12	Erw lxij zeow lu xon, Hxivi oz xi? Xoz erzhiv hez: O xemi ru cruhpiwgi.
John 9:13	Lxij luuc xon fisuvi lxi Qxevoziiz — lxoz ner hxu xew fiir fporw.
John 9:14	Ruh lxi wej ur hxokx lxi ievlx hez nobiw fj Yizaz erw lxi ner'z ijiz hivi newi uqir hez lxi Zeffelx.
John 9:15	Zu lxi Qxevoziiz qal nuvi taizlourz lu xon efual xuh xoz ijiz xew fiir newi uqir. Erw xi zeow lu lxin, Xi qal ievlx ur nj ijiz, erw O xew e hezx erw en efpi lu zii.
John 9:16	Lxir zuni us lxi Qxevoziiz zeow, Lxel ner xez rul kuni svun Guw, suv xi wuiz rul ciiq lxi Zeffelx. Ulxivz zeow, Xuh oz ol quzzofpi suv e zorriv lu wu zakx zogrz? Zu lxivi hez e womozour enurg lxin.
John 9:17	Egeor lxij zeow lu lxi fporw ner, Hxel xemi jua lu zej efual xon suv uqirorg juav ijiz? Erw xi zeow, Xi oz e qvuqxil.
John 9:18	Ruh lxi Yihz xew ru fipois or lxi zlelinirl lxel xi xew fiir fporw erw hez ruh efpi lu zii, lopp lxij zirl suv lxi selxiv erw nulxiv us lxi ner hxuzi ijiz xew fiir newi uqir,
John 9:19	Erw qal lxi taizlour lu lxin, zejorg, Oz lxoz juav zur, us hxun jua zej lxel xi hez fporw el fovlx? xuh oz ol lxir lxel xi oz ruh efpi lu zii?
John 9:20	Or erzhiv xoz selxiv erw nulxiv zeow, Hi evi kivleor lxel lxoz oz uav zur erw lxel xi hez fporw el fovlx:
John 9:21	Fal xuh ol oz xi oz ruh efpi lu zii, uv hxu newi xoz ijiz uqir, hi evi rul efpi lu zej: qal lxi taizlour lu xon; xi oz upw iruagx lu gomi er erzhiv suv xonzips.
John 9:22	Lxij zeow lxoz fikeazi us lxiov siev us lxi Yihz: suv lxi Yihz xew kuni lu er egviinirl lxel os erj ner zeow lxel Yizaz hez lxi Kxvozl xi huapw fi qal ual us lxi Zjregugai.
John 9:23	Lxel hez lxi viezur hxj lxij zeow, Xi oz upw iruagx; qal lxi taizlour lu xon.
John 9:24	Zu lxij zirl e zikurw loni suv lxi ner hxu xew fiir fporw erw lxij zeow lu xon, Gomi gpuvj lu Guw: ol oz kpiev lu az lxel lxoz ner oz e zorriv.
John 9:25	Xi zeow or erzhiv, O xemi ru cruhpiwgi os xi oz e zorriv uv rul, fal uri lxorg O en kivleor efual; O hez fporw, erw ruh O zii.
John 9:26	Lxir lxij zeow lu xon, Hxel wow xi wu lu jua? xuh wow xi gomi jua lxi azi us juav ijiz?
John 9:27	Xoz erzhiv hez: O xemi zeow ol fisuvi, fal juav ievz hivi zxal: hxj huapw jua xemi ni zej ol egeor? oz ol juav wizovi lu fikuni xoz wozkoqpiz?
John 9:28	Erw lxij hivi ergvj holx xon erw zeow, Jua evi xoz wozkoqpi, fal hi evi wozkoqpiz us Nuziz.
John 9:29	Hi evi kivleor lxel Guw gemi xoz huvw lu Nuziz: fal ez suv lxoz ner, hi xemi ru cruhpiwgi hxivi xi kuniz svun.
John 9:30	Lxi ner zeow or erzhiv, Hxj, xivi oz e zlvergi lxorg! Jua xemi ru cruhpiwgi hxivi xi kuniz svun lxuagx xi gemi ni lxi azi us nj ijiz.
John 9:31	Hi xemi cruhpiwgi lxel Guw wuiz rul gomi iev lu zorrivz, fal os erj ner oz e huvzxoqqiv us Guw erw wuiz xoz qpiezavi, lu xon Guw'z ievz evi uqir.
John 9:32	Or epp lxi jievz rufuwj xez imiv fisuvi ziir lxi ijiz us e ner fporw svun fovlx newi uqir.
John 9:33	Os lxoz ner wow rul kuni svun Guw xi huapw fi arefpi lu wu erjlxorg.
John 9:34	Lxiov erzhiv hez: Jua keni lu fovlx lxvuagx zor; wu jua neci juavzips uav liekxiv? Erw lxij qal xon ual us lxi Zjregugai.
John 9:35	Ol keni lu lxi ievz us Yizaz lxel lxij xew qal xon ual, erw niilorg xon xi zeow, Xemi jua seolx or lxi Zur us ner?
John 9:36	Xi zeow or erzhiv, Erw hxu oz xi, Puvw? Zej, zu lxel O nej xemi seolx or xon.
John 9:37	Yizaz zeow lu xon, Jua xemi ziir xon; ol oz xi hxu oz lepcorg lu jua.
John 9:38	Erw xi zeow, Puvw, O xemi seolx. Erw xi gemi xon huvzxoq.
John 9:39	Erw Yizaz zeow, O keni orlu lxoz huvpw lu fi e yawgi, zu lxel lxuzi hxu wu rul zii nej zii, erw lxuzi hxu zii nej fikuni fporw.
John 9:40	Lxizi huvwz keni lu lxi ievz us lxi Qxevoziiz hxu hivi holx xon erw lxij zeow lu xon, Evi hi, lxir, fporw?
John 9:41	Yizaz zeow lu lxin, Os jua hivi fporw jua huapw xemi ru zor: fal ruh lxel jua zej, Hi zii; juav zor oz lxivi zlopp.
John 10:1	Lvapj O zej lu jua, Xi hxu wuiz rul gu lxvuagx lxi wuuv orlu lxi qpeki hxivi lxi zxiiq evi ciql, fal gilz or fj zuni ulxiv hej, oz e lxois erw er ualpeh.
John 10:2	Xi hxu guiz or fj lxi wuuv oz lxi ciiqiv us lxi zxiiq.
John 10:3	Lxi quvliv pilz xon or; erw lxi zxiiq gomi iev lu xoz muoki; xi zejz umiv lxi reniz us lxi zxiiq, erw leciz lxin ual.
John 10:4	Hxir xi xez gul lxin epp ual, xi guiz fisuvi lxin, erw lxi zxiiq gu esliv xon, suv lxij xemi cruhpiwgi us xoz muoki.
John 10:5	Lxij hopp rul gu esliv erulxiv hxu oz rul lxiov ciiqiv, fal hopp gu svun xon or spogxl, fikeazi xoz muoki oz zlvergi lu lxin.
John 10:6	Or lxoz Yizaz hez liekxorg lxin or lxi suvn us e zluvj: fal hxel xi zeow hez rul kpiev lu lxin.
John 10:7	Zu Yizaz zeow egeor, Lvapj O zej lu jua, O en lxi wuuv us lxi zxiiq.
John 10:8	Epp hxu keni fisuvi ni evi lxoimiz erw ualpehz: fal lxi zxiiq wow rul gomi iev lu lxin.
John 10:9	O en lxi wuuv: os erj ner guiz or lxvuagx ni xi hopp xemi zepmelour, erw hopp gu or erw gu ual, erw hopp gil suuw.
John 10:10	Lxi lxois kuniz urpj lu leci lxi zxiiq erw lu qal lxin lu wielx: xi kuniz suv lxiov wizlvaklour: O xemi kuni zu lxel lxij nej xemi posi erw xemi ol or gvieliv niezavi.
John 10:11	O en lxi guuw ciiqiv us zxiiq: lxi guuw ciiqiv gomiz xoz posi suv lxi zxiiq.
John 10:12	Xi hxu oz e zivmerl, erw rul lxi ciiqiv uv lxi uhriv us lxi zxiiq, ziiz lxi hups kunorg erw guiz or spogxl, ehej svun lxi zxiiq; erw lxi hups kuniz wuhr ur lxin erw zirwz lxin or epp woviklourz:
John 10:13	Fikeazi xi oz e zivmerl xi xez ru orlivizl or lxi zxiiq.
John 10:14	O en lxi guuw ciiqiv; O xemi cruhpiwgi us nj zxiiq, erw lxij xemi cruhpiwgi us ni,
John 10:15	Imir ez lxi Selxiv xez cruhpiwgi us ni erw O us lxi Selxiv; erw O en gomorg nj posi suv lxi zxiiq.
John 10:16	Erw O xemi ulxiv zxiiq hxokx evi rul us lxoz soipw: O hopp fi lxiov gaowi or lxi zeni hej, erw lxij hopp gomi iev lu nj muoki, zu lxivi hopp fi uri spukc erw uri ciiqiv.
John 10:17	Suv lxoz viezur en O pumiw fj lxi Selxiv, fikeazi O gomi aq nj posi zu lxel O nej leci ol egeor.
John 10:18	Ru uri leciz ol ehej svun ni; O gomi ol aq us njzips. O xemi quhiv lu gomi ol aq, erw O xemi quhiv lu leci ol egeor. Lxizi uvwivz O xemi svun nj Selxiv.
John 10:19	Lxivi hez e womozour egeor enurg lxi Yihz fikeazi us lxizi huvwz.
John 10:20	Erw e ranfiv us lxin zeow, Xi xez er imop zqovol erw oz ual us xoz norw; hxj wu jua gomi iev lu xon?
John 10:21	Ulxivz zeow, Lxizi evi rul lxi huvwz us uri hxu xez er imop zqovol. Oz ol quzzofpi suv er imop zqovol lu neci fporw qiuqpi zii?
John 10:22	Lxir keni lxi siezl us lxi uqirorg us lxi Linqpi or Yivazepin: ol hez horliv;
John 10:23	Erw Yizaz hez hepcorg or lxi Linqpi, or Zupunur'z kumiviw hej.
John 10:24	Lxir lxi Yihz keni vuarw xon, zejorg, xuh purg evi jua guorg lu ciiq az or wuafl? Os jua evi lxi Kxvozl, zej zu kpievpj.
John 10:25	Yizaz zeow or erzhiv, O xemi zeow ol erw jua xemi ru fipois: lxi huvcz hxokx O wu or nj Selxiv'z reni, lxizi gomi holrizz efual ni.
John 10:26	Fal jua xemi ru fipois fikeazi jua evi rul us nj zxiiq.
John 10:27	Nj zxiiq gomi iev lu nj muoki, erw O xemi cruhpiwgi us lxin, erw lxij kuni esliv ni:
John 10:28	Erw O gomi lxin ilivrep posi; lxij hopp rimiv kuni lu wizlvaklour, erw ru uri hopp imiv leci lxin ual us nj xerw.
John 10:29	Lxel hxokx nj Selxiv xez gomir lu ni xez nuvi mepai lxer epp; erw ru uri oz efpi lu leci erjlxorg ual us lxi Selxiv'z xerw.
John 10:30	O erw nj Selxiv evi uri.
John 10:31	Lxir lxi Yihz luuc aq zluriz egeor lu zirw el xon.
John 10:32	Yizaz zeow lu lxin or erzhiv, O xemi pil jua zii e ranfiv us guuw huvcz svun lxi Selxiv; suv hxokx us lxuzi huvcz evi jua zlurorg ni?
John 10:33	Lxoz hez lxiov erzhiv: Hi evi rul zlurorg jua suv e guuw huvc fal suv imop huvwz; fikeazi fiorg e ner jua neci juavzips Guw.
John 10:34	Or erzhiv, Yizaz zeow, Oz lxivi rul e zejorg or juav peh, O zeow, Jua evi guwz?
